Actual Close,Predicted Close
10000.0,9896.958
9900.0,10023.614
10350.0,9949.961
10600.0,10325.727
10975.0,10601.075
10775.0,10944.11
10950.0,10738.129
10975.0,10831.268
11475.000000000002,10849.824
11400.000000000002,11327.27
11700.0,11288.555
11525.0,11567.176
11400.000000000002,11412.212
10999.999999999998,11292.972
11100.0,10934.514
11400.000000000002,11062.1455
11275.0,11422.919
11200.0,11365.945
11100.0,11299.659
11025.0,11206.458
11125.0,11133.004
11275.0,11224.586
11125.0,11371.35
11425.0,11217.235
11300.0,11456.189
11250.0,11325.035
11475.000000000002,11221.288
11475.000000000002,11402.67
11475.000000000002,11395.842
11025.0,11368.218
10999.999999999998,10915.573
10250.0,10868.717
9750.0,10201.086
10000.0,9734.023
10125.0,9971.869
10075.0,10203.424
10075.0,10228.692
9950.0,10231.291
10725.0,10106.9
10625.0,10766.913
10725.0,10753.183
10525.0,10760.047
10500.000000000002,10512.191
10450.0,10415.331
9725.0,10346.232
9900.0,9679.945
9900.0,9769.989
10325.0,9848.997
10400.0,10283.647
10200.0,10439.519
10275.0,10261.081
10325.0,10291.501
10350.0,10345.16
10450.0,10375.888
10500.000000000002,10469.777
10850.0,10524.599
10100.0,10849.222
10000.0,10175.074
10000.0,9991.855
10000.0,10001.545
10175.0,10037.973
10350.0,10222.113
10200.0,10416.688
10225.0,10292.9375
10200.0,10271.368
10200.0,10232.197
10275.0,10215.183
10375.0,10273.24
10200.0,10366.11
10300.0,10207.12
9975.0,10265.919
10050.0,9982.848
10075.0,10015.685
10050.0,10067.962
10200.0,10068.378
10300.0,10212.206
9900.0,10329.007
9900.0,9974.509
9775.0,9916.841
9700.0,9816.449
9575.0,9749.991
9625.0,9645.353
9800.0,9682.926
9800.0,9854.463
9775.0,9882.687
9925.0,9844.484
9750.0,9950.749
9875.0,9796.546
9775.0,9860.38
9800.0,9778.249
9775.0,9779.417
9800.0,9760.546
9750.0,9784.16
9925.0,9751.099
9675.0,9907.064
9600.0,9718.147
9725.0,9620.073
9900.0,9729.265
10125.0,9920.43
10100.0,10155.361
10275.0,10154.872
10150.0,10287.558
10250.0,10175.2705
10350.0,10233.394
10275.0,10331.562
10275.0,10273.274
10175.0,10262.521
10350.0,10176.381
10350.0,10334.326
10450.0,10369.024
10325.0,10466.124
10200.0,10362.334
10400.0,10230.808
10425.0,10402.969
10425.0,10459.935
10575.000000000002,10461.208
11100.0,10591.22
11100.0,11091.14
10825.000000000002,11121.578
10725.0,10810.262
10975.0,10661.241
10999.999999999998,10890.656
11025.0,10952.514
11275.0,10983.323
11225.0,11228.1
11250.0,11199.997
11200.0,11213.853
10999.999999999998,11167.717
11025.0,10979.076
11074.999999999998,11005.057
11150.000000000002,11080.329
11300.0,11175.891
11150.000000000002,11333.707
11125.0,11195.264
10900.0,11146.842
10700.0,10924.862
10600.0,10718.936
10600.0,10620.824
10700.0,10631.143
10775.0,10741.207
