Actual Close,Predicted Close
3210.0,3213.4707
3190.0,3226.6965
3600.0,3216.0178
3640.0,3636.6956
3630.0,3637.8774
3470.0,3595.267
3430.0,3424.1292
3300.0,3401.0571
3070.0,3283.8606
2870.0,3067.216
2820.0,2887.6921
2870.0,2852.649
3030.0,2904.2358
2980.0,3051.949
2960.0,2981.4414
2960.0,2944.8538
2760.0,2940.3938
2600.0,2745.207
2529.9999999999995,2596.8804
2470.0,2541.078
2510.0000000000005,2491.5945
2689.9999999999995,2530.7441
2849.9999999999995,2702.7046
2750.0,2851.9778
2770.0,2739.854
2600.0,2752.483
2560.0,2594.401
2710.0,2564.8347
2620.0,2723.6833
2560.0,2642.0835
2390.0,2580.372
2260.0,2418.7158
2160.0,2295.9673
2240.0,2203.0793
2140.0,2278.4404
2350.0,2180.943
2380.0,2370.61
2280.0,2396.6497
2230.0,2286.1865
2430.0,2230.7185
2490.0,2428.7278
2420.0,2492.9197
2490.0,2418.5078
2390.0,2486.8748
2390.0,2393.669
2330.0,2397.418
2240.0,2345.6348
2350.0,2261.4465
2290.0,2371.06
2240.0,2315.7136
2200.0,2261.916
2140.0,2221.6553
2090.0,2164.0154
2000.0,2115.504
1994.9999999999998,2029.4578
2070.0,2021.7684
2130.0,2093.3137
2170.0,2151.613
2140.0,2187.483
2180.0,2157.545
2240.0,2195.1472
2310.0,2258.6519
2340.0,2332.0793
2320.0,2366.4927
2490.0,2351.965
2450.0,2518.1626
2420.0,2490.661
2380.0,2462.3594
2410.0,2430.2178
2529.9999999999995,2464.7354
2620.0,2584.743
2550.0,2674.1604
2510.0000000000005,2606.297
2340.0,2564.694
2300.0,2410.9712
2420.0,2373.762
2380.0,2489.814
2500.0,2459.8135
2570.0,2562.2437
2630.0,2628.1865
2940.0,2680.0835
3190.0,2967.3662
3150.0,3207.2112
3080.0,3157.748
3100.0,3085.597
2920.0,3116.3438
2920.0,2965.1743
2980.0,2975.698
2910.0,3045.4639
3220.0,2984.258
3230.0,3269.7258
3070.0,3276.7366
3220.0,3108.916
3179.9999999999995,3246.3254
3240.0,3216.2673
3460.0,3269.7678
3350.0,3479.9414
3300.0,3369.1833
3230.0,3315.3176
3150.0,3257.075
3160.0000000000005,3190.3794
3160.0000000000005,3207.123
3210.0,3211.13
3200.0,3256.3118
3200.0,3241.8738
3020.0,3235.772
3020.0,3061.6968
3040.0,3062.5874
2960.0,3088.162
2990.0,3010.7212
2980.0,3035.3806
3009.9999999999995,3024.5295
3009.9999999999995,3048.7573
2910.0,3044.956
2940.0,2944.9963
2650.0,2973.3225
2670.0,2699.9463
2650.0,2718.287
2600.0,2708.301
2730.0,2657.9045
2600.0,2776.2954
2560.0,2646.9756
2600.0,2597.8894
2620.0,2635.5945
2580.0,2654.713
2640.0,2612.292
2590.0,2667.0295
2510.0000000000005,2617.9277
2519.9999999999995,2537.6863
2500.0,2548.4172
2500.0,2531.6587
2420.0,2530.4436
2410.0,2450.5793
2390.0,2437.9985
2290.0,2418.2188
2330.0,2318.7485
2300.0,2353.9558
2220.0,2324.743
2170.0,2242.3862
2170.0,2189.7722
2290.0,2188.081
2300.0,2303.3057
2420.0,2311.4463
2340.0,2422.0645
2359.9999999999995,2341.3416
2330.0,2358.172
2250.0,2334.4814
2220.0,2261.4736
2290.0,2236.9966
2270.0,2310.2502
2220.0,2294.9194
2230.0,2244.5876
2210.0,2253.3525
2120.0,2236.3945
2030.0,2150.9475
2020.0,2064.5105
2040.0,2054.7988
2040.0,2075.9185
2020.0,2076.179
2010.0,2054.754
1994.9999999999998,2042.7305
1985.0,2028.317
1930.0,2019.3602
1870.0,1969.3131
1770.0,1912.6425
1620.0,1819.5763
1829.9999999999998,1678.3618
1840.0,1863.4963
1720.0,1889.7854
1700.0,1773.5038
1710.0,1743.0156
1695.0,1752.551
1720.0,1741.5227
1660.0,1764.513
1605.0,1711.6787
