Actual Close,Predicted Close
990.0000000000001,973.7464
1030.0,976.88495
975.0,1016.81683
990.0000000000001,958.37396
955.0000000000001,971.8673
950.0,941.25635
955.0000000000001,937.8701
995.0,945.99603
995.0,985.84076
995.0,977.89777
995.0,972.36694
975.0,975.42303
985.0,960.16705
985.0,979.7384
919.9999999999999,985.64215
925.0,919.9485
940.0,937.36676
950.0,960.0386
1050.0,963.8212
1060.0,1058.7086
1070.0,1047.1177
1060.0,1038.338
1035.0,1026.8286
1030.0,1007.28955
965.0,1012.3504
995.0,952.63684
1015.0,991.2292
1000.0,1013.0489
980.0,984.58875
970.0,955.55225
940.0,945.91113
980.0,917.32324
965.0,963.1011
950.0,945.3911
940.0,926.2863
940.0,921.53076
970.0,928.47864
965.0,963.55774
940.0,955.8819
945.0,928.24854
945.0,938.82227
945.0,942.46985
960.0,940.5234
940.0,951.9234
925.0,925.92804
935.0,906.1585
919.9999999999999,914.803
930.0,896.39355
865.0,900.947
805.0,833.57404
750.0,774.96204
704.9999999999999,728.6748
720.0,689.8579
735.0,703.61426
720.0,713.7518
700.0000000000001,690.4521
655.0,666.0412
625.0,626.4314
630.0000000000001,604.91437
595.0,616.0898
615.0,589.4795
625.0,605.1814
645.0,613.8867
605.0,627.4177
580.0,590.7781
610.0,563.3301
575.0,584.0435
585.0,557.54865
555.0,558.49457
540.0,534.25415
530.0,518.1139
535.0,509.24988
515.0,513.9563
520.0,501.1241
505.0,505.4421
510.0,497.75977
488.00000000000006,503.82867
530.0,490.65283
575.0,525.1228
580.0,568.9346
595.0,578.6456
595.0,591.5594
585.0,594.6587
575.0,588.4231
620.0,580.617
625.0,616.2743
645.0,623.6408
640.0,636.8225
580.0,631.60736
595.0,579.7513
585.0,586.4837
560.0,581.38525
550.0,558.9418
580.0,547.316
580.0,571.6497
580.0,573.99854
630.0000000000001,573.1194
655.0,617.1697
669.9999999999999,644.38184
669.9999999999999,659.6521
690.0,662.777
669.9999999999999,683.6965
680.0,671.44794
680.0,680.27454
704.9999999999999,681.83215
700.0000000000001,701.36005
680.0,695.2851
640.0,673.0202
669.9999999999999,634.66986
665.0000000000001,657.2574
645.0,654.8705
650.0,633.8172
655.0,635.84357
590.0,641.6956
600.0,585.8456
630.0000000000001,593.684
630.0000000000001,625.5074
600.0,627.7817
600.0,600.09595
595.0,599.7748
560.0,598.2504
605.0,568.7839
635.0,604.3774
660.0,631.85187
655.0,650.18634
640.0,642.6162
