Actual Close,Predicted Close
24550.0,25355.797
24725.0,24616.873
24100.0,24740.148
24000.0,24231.953
23925.0,24060.748
24900.0,24003.057
24800.000000000004,24858.535
24500.0,24900.646
24500.0,24517.096
24625.0,24450.25
24750.0,24610.238
24875.0,24777.908
24650.0,24912.842
24625.0,24712.238
24300.0,24650.707
24000.0,24377.537
24325.0,24087.822
24700.0,24357.62
24949.999999999996,24765.053
25175.0,25022.348
27900.0,25207.178
27575.0,27862.559
28325.0,27805.818
28125.0,28245.1
27649.999999999996,27998.584
26825.0,27461.793
26399.999999999996,26670.207
27025.0,26414.504
26825.0,27282.043
28075.0,27000.75
27100.0,28277.826
27250.0,26957.11
26925.0,27049.127
28450.0,26849.713
27700.0,28721.504
27474.999999999996,27620.873
27675.000000000004,27185.318
27800.0,27653.467
28575.000000000004,27857.826
29125.000000000004,28737.584
28975.0,29234.867
29099.999999999996,28729.48
28850.0,28900.346
29625.0,28631.684
29800.0,29788.234
29800.0,29758.299
30200.000000000004,29481.672
30400.0,30101.947
31250.0,30231.12
31050.0,31329.023
30225.0,30460.875
30500.0,29205.064
31074.999999999996,30403.992
31400.0,31158.855
31074.999999999996,30956.812
28900.0,30119.078
26900.0,27011.793
25025.0,25763.39
24500.0,24556.828
24150.0,24548.9
25000.0,24238.697
25275.0,25047.934
25275.0,25189.623
24825.0,24982.99
24800.000000000004,24469.24
24500.0,24519.648
24450.0,24337.74
24025.0,24325.162
23300.0,23953.691
23874.999999999996,23266.766
24500.0,23758.332
24599.999999999996,24445.62
23500.0,24557.322
23075.0,23464.29
22875.0,22951.963
22500.0,22831.262
22225.0,22576.451
22850.0,22321.346
23200.0,22736.062
22850.0,23130.219
23324.999999999996,22918.824
23075.0,23169.955
23525.000000000004,23073.4
22974.999999999996,23380.3
22974.999999999996,23068.143
23149.999999999996,22968.742
22900.0,23119.672
23149.999999999996,23000.158
23125.0,23145.914
23350.000000000004,23186.535
23525.000000000004,23357.035
23375.0,23539.824
23275.0,23461.568
23275.0,23346.885
23050.0,23330.14
23100.0,23175.16
23699.999999999996,23177.994
24049.999999999996,23657.434
23750.0,24079.63
24100.0,23901.324
24475.0,24086.086
24000.0,24468.129
24150.0,24155.492
24150.0,24179.785
24224.999999999996,24230.654
24250.000000000004,24315.92
24375.0,24356.104
24500.0,24462.586
25400.0,24586.574
25400.0,25393.629
26399.999999999996,25532.846
26375.0,26406.086
26650.0,26475.867
27525.0,26660.877
27525.0,27613.984
26725.0,27641.588
27150.0,26625.938
27325.000000000004,27165.783
27425.0,27516.678
27525.0,27554.012
27750.0,27584.646
27600.0,27810.408
27100.0,27583.926
27450.0,26969.389
27375.0,27491.533
27500.000000000004,27443.178
26800.0,27511.885
27075.0,26643.607
27600.0,27051.268
27875.0,27759.418
26700.0,27946.723
26050.000000000004,26345.94
26399.999999999996,25772.559
26350.0,26488.746
26150.0,26487.531
26000.0,26131.139
26350.0,25930.268
26825.0,26344.705
27200.0,26873.928
27400.0,27203.676
27150.0,27317.227
27299.999999999996,26959.262
26900.0,27181.713
27075.0,26775.166
